tonality,vector_means
10.0,-31.718000411987305
9.0,-88.96171569824219
10.0,-359.66259765625
10.0,-1550.313720703125
8.0,-861.6472778320312
8.0,-416.7616271972656
10.0,-284.0342102050781
8.0,-159.18992614746094
10.0,-29.142337799072266
10.0,-153.96493530273438
4.0,-88.51844024658203
9.0,-142.8578338623047
9.0,-1090.479248046875
10.0,-404.30914306640625
9.0,-224.95254516601562
10.0,-192.13494873046875
8.0,-358.3018493652344
9.0,-289.0636291503906
10.0,-141.1048583984375
6.0,-526.0292358398438
10.0,-309.92828369140625
10.0,-455.4407958984375
9.0,-713.756103515625
10.0,-96.16322326660156
10.0,-95.0701904296875
10.0,-153.38648986816406
8.0,-116.33943176269531
9.0,-829.4866333007812
9.0,-682.5858764648438
10.0,-328.0472412109375
9.0,-38.89691925048828
9.0,-191.2357940673828
8.0,-379.3072814941406
9.0,-58.180511474609375
10.0,-289.1212463378906
10.0,-361.2015075683594
1.0,-107.05484008789062
7.0,-394.7578125
10.0,-536.2116088867188
8.0,-261.7547912597656
3.0,-112.7073974609375
8.0,-214.86868286132812
9.0,-297.51416015625
10.0,-199.77645874023438
10.0,-425.09820556640625
9.0,-546.2694702148438
9.0,-390.95867919921875
9.0,-146.98280334472656
10.0,-160.6646270751953
9.0,-555.4222412109375
7.0,-312.7370910644531
9.0,-340.220458984375
3.0,-164.02085876464844
1.0,-35.6846809387207
9.0,-200.4524383544922
9.0,-261.6492004394531
10.0,-220.07754516601562
7.0,-378.8785095214844
5.0,-588.2723388671875
10.0,-189.0243682861328
8.0,-144.8872528076172
9.0,-211.3284149169922
10.0,-84.00210571289062
9.0,-96.89929962158203
9.0,-83.93490600585938
10.0,-865.3667602539062
10.0,-475.34136962890625
8.0,-353.5166015625
9.0,-830.8436889648438
9.0,-135.3857421875
9.0,-140.50704956054688
9.0,-47.72037887573242
7.0,-204.79449462890625
4.0,-549.9415893554688
8.0,-157.21115112304688
5.0,-220.49937438964844
9.0,-197.9876708984375
6.0,-157.2039794921875
7.0,-190.51495361328125
10.0,-298.1952819824219
7.0,-211.50181579589844
9.0,-545.8102416992188
8.0,-355.451904296875
8.0,-283.97802734375
9.0,-277.1800231933594
6.0,-235.28384399414062
10.0,-424.7670593261719
8.0,-178.35020446777344
9.0,-116.77811431884766
7.0,-240.13014221191406
10.0,-33.75894546508789
8.0,-159.8782501220703
8.0,-221.34115600585938
8.0,-56.65914535522461
8.0,-124.31659698486328
8.0,-561.7605590820312
10.0,-289.2943115234375
10.0,-172.89939880371094
10.0,-56.43284606933594
8.0,-19.02974510192871
10.0,-209.76004028320312
10.0,-206.8736114501953
5.0,-385.0732727050781
10.0,-710.7911987304688
9.0,-1110.021728515625
10.0,-319.3444519042969
7.0,-282.5159606933594
9.0,-110.24433135986328
3.0,-499.5719299316406
10.0,-614.508056640625
10.0,-175.29873657226562
9.0,-359.0158996582031
9.0,-68.61206817626953
8.0,-162.91343688964844
9.0,-665.533935546875
3.0,-787.7658081054688
10.0,-298.66998291015625
9.0,-89.81007385253906
8.0,-61.28886413574219
10.0,-11.152128219604492
8.0,-48.18280029296875
8.0,-40.31471633911133
10.0,-85.07608795166016
7.0,-209.47866821289062
10.0,-109.42787170410156
9.0,-92.71593475341797
10.0,-349.79998779296875
10.0,-329.6200866699219
7.0,-287.399658203125
8.0,-156.961181640625
10.0,-72.50904846191406
8.0,-1522.3984375
7.0,-676.9845581054688
5.0,-464.6844482421875
5.0,-365.7710266113281
3.0,-1260.758544921875
8.0,-189.0387420654297
5.0,-226.89108276367188
7.0,-51.8118782043457
4.0,-193.3726806640625
10.0,-511.0955810546875
10.0,-262.08612060546875
10.0,-59.36820602416992
10.0,-43.285240173339844
10.0,-518.494140625
7.0,-198.1243133544922
1.0,-42.750057220458984
1.0,-78.84019470214844
1.0,-229.5819854736328
1.0,-38.15986251831055
6.0,-282.89306640625
1.0,-47.00565719604492
1.0,-114.41085052490234
8.0,-53.49610900878906
9.0,-226.8661651611328
5.0,-50.40245819091797
5.0,-104.97483825683594
6.0,-11.607771873474121
4.0,-25.918960571289062
5.0,-62.98977279663086
5.0,-89.12506103515625
5.0,-95.10575866699219
9.0,-114.32746124267578
10.0,-341.6727294921875
8.0,-704.1798706054688
4.0,-305.4285888671875
2.0,-500.0311584472656
8.0,-367.49566650390625
3.0,-16.703678131103516
2.0,-30.15436553955078
3.0,-309.14532470703125
7.0,-86.81584167480469
9.0,-1507.4779052734375
5.0,-254.02381896972656
9.0,-684.5796508789062
1.0,-66.60504913330078
5.0,-16.712902069091797
9.0,-23.626968383789062
6.0,-2546.651123046875
9.0,-14.317790031433105
9.0,-16.865795135498047
9.0,-28.43320083618164
9.0,-95.41667938232422
5.0,-788.4957885742188
10.0,-37.20356750488281
10.0,-33.54204177856445
9.0,-19.1618595123291
9.0,-14.128413200378418
9.0,-11.775333404541016
9.0,-14.346388816833496
1.0,-809.0332641601562
1.0,-42.391197204589844
1.0,-479.14990234375
5.0,-12.890120506286621
2.0,-15.887007713317871
7.0,-739.8055419921875
1.0,-15.793384552001953
3.0,-7.486133575439453
2.0,-365.5029602050781
7.0,-239.5399627685547
10.0,-166.3925323486328
2.0,-24.88352394104004
1.0,-25.435949325561523
1.0,-25.676742553710938
3.0,-22.88910484313965
5.0,-21.759662628173828
5.0,-19.016586303710938
4.0,-8.112643241882324
5.0,-57.05196762084961
5.0,-35.793487548828125
5.0,-62.7036247253418
5.0,-27.844688415527344
5.0,-75.51647186279297
5.0,-303.6368713378906
5.0,-241.2815704345703
8.0,-326.5811767578125
9.0,-628.9213256835938
1.0,-460.6997375488281
1.0,-408.0308532714844
3.0,-635.5175170898438
5.0,-539.470703125
9.0,-619.6929321289062
6.0,-362.86962890625
7.0,-286.0594482421875
10.0,-15.251468658447266
7.0,-94.02301025390625
10.0,-225.8148193359375
9.0,-131.32264709472656
10.0,-614.4273681640625
10.0,-517.6103515625
8.0,-149.12400817871094
9.0,-174.64517211914062
10.0,-194.762451171875
10.0,-352.0261535644531
10.0,-924.2822265625
10.0,-231.93209838867188
10.0,-115.96221923828125
9.0,-306.760986328125
7.0,-118.4940414428711
9.0,-224.96739196777344
9.0,-236.95477294921875
8.0,-173.53782653808594
10.0,-160.30445861816406
8.0,-192.6595916748047
9.0,-127.69749450683594
9.0,-44.01350402832031
9.0,-116.1378173828125
10.0,-79.97272491455078
9.0,-136.81068420410156
10.0,-169.3350372314453
10.0,-156.1603240966797
8.0,-103.36711120605469
9.0,-50.046993255615234
10.0,-251.1659698486328
10.0,-208.73846435546875
1.0,-469.11993408203125
9.0,-302.9837341308594
9.0,-333.8339538574219
10.0,-185.3003692626953
10.0,-399.7032165527344
4.0,-146.61813354492188
1.0,-176.54037475585938
9.0,-230.43841552734375
5.0,-370.6709289550781
10.0,-900.7269287109375
9.0,-158.97596740722656
9.0,-220.15509033203125
10.0,-1279.24755859375
7.0,-554.131103515625
9.0,-597.3441772460938
8.0,-602.0377197265625
9.0,-166.5948028564453
9.0,-61.227779388427734
9.0,-168.98764038085938
5.0,-656.610107421875
9.0,-274.4928894042969
8.0,-56.102996826171875
8.0,-219.959228515625
8.0,-171.0418701171875
10.0,-468.7829284667969
10.0,-74.86150360107422
8.0,-177.8125762939453
10.0,-33.08806228637695
5.0,-1194.9453125
9.0,-191.1237030029297
10.0,-521.8892822265625
3.0,-222.76278686523438
10.0,-529.1096801757812
5.0,-546.070068359375
7.0,-125.13671875
2.0,-1017.5718383789062
3.0,-296.6888732910156
8.0,-64.7674331665039
3.0,-445.5043029785156
9.0,-304.0223388671875
10.0,-141.86842346191406
4.0,-217.3670654296875
10.0,-91.67666625976562
7.0,-310.0424499511719
8.0,-225.36851501464844
7.0,-263.6538391113281
4.0,-1721.1888427734375
8.0,-158.19993591308594
9.0,-300.0159912109375
7.0,-421.67364501953125
6.0,-159.5271453857422
5.0,-15.36919116973877
9.0,-63.86967086791992
8.0,-33.610965728759766
6.0,-84.92157745361328
8.0,-309.5498046875
8.0,-88.9986343383789
5.0,-54.9511833190918
9.0,-178.87928771972656
8.0,-475.11163330078125
10.0,-23.844600677490234
5.0,-89.84069061279297
7.0,-385.3555908203125
5.0,-169.46762084960938
6.0,-554.3671875
8.0,-86.29202270507812
9.0,-318.8873596191406
5.0,-145.4744110107422
9.0,-397.4128112792969
6.0,-128.45272827148438
2.0,-550.0437622070312
9.0,-112.97040557861328
9.0,-99.3085708618164
8.0,-339.8486328125
10.0,-131.26553344726562
9.0,-422.1579895019531
8.0,-306.52801513671875
7.0,-155.2024688720703
9.0,-388.7677307128906
9.0,-143.29148864746094
8.0,-291.1244812011719
2.0,-134.42478942871094
10.0,-79.28282928466797
10.0,-113.08944702148438
7.0,-66.44730377197266
5.0,-62.23162841796875
10.0,-85.7280502319336
8.0,-206.15968322753906
10.0,-336.64007568359375
7.0,-230.93287658691406
10.0,-146.96194458007812
10.0,-641.9331665039062
9.0,-509.5682067871094
2.0,-290.4950256347656
10.0,-965.2987060546875
9.0,-2002.0513916015625
10.0,-549.421875
9.0,-120.06096649169922
9.0,-375.2271423339844
9.0,-440.7386169433594
9.0,-172.26380920410156
8.0,-229.33351135253906
10.0,-39.154876708984375
10.0,-138.06503295898438
9.0,-31.06427764892578
10.0,-157.4542694091797
10.0,-111.10961151123047
9.0,-166.52622985839844
7.0,-102.48329162597656
9.0,-75.176025390625
10.0,-28.153732299804688
9.0,-126.11734008789062
4.0,-211.14820861816406
9.0,-226.92149353027344
10.0,-183.137451171875
8.0,-34.40497589111328
7.0,-3035.70166015625
9.0,-200.0271759033203
8.0,-3009.48828125
10.0,-713.5706176757812
8.0,-1464.4495849609375
10.0,-384.84259033203125
9.0,-539.0736083984375
9.0,-938.0755615234375
6.0,-58.349098205566406
1.0,-59.42198181152344
9.0,-366.99249267578125
8.0,-843.9525146484375
9.0,-706.2356567382812
8.0,-271.24786376953125
10.0,-327.58721923828125
5.0,-3283.49365234375
10.0,-484.9205627441406
9.0,-196.47286987304688
10.0,-386.8357849121094
8.0,-150.67684936523438
5.0,-338.2691955566406
8.0,-829.5355834960938
10.0,-1021.6930541992188
10.0,-308.4710388183594
5.0,-156.82757568359375
10.0,-429.51348876953125
10.0,-425.69024658203125
10.0,-25.471675872802734
9.0,-368.27056884765625
9.0,-280.23968505859375
9.0,-1664.891357421875
8.0,-2266.090576171875
4.0,-4602.90771484375
9.0,-1890.7576904296875
9.0,-192.34869384765625
9.0,-189.5115509033203
10.0,-1085.223876953125
8.0,-311.0869140625
1.0,-194.5322265625
8.0,-564.4404296875
10.0,-374.7944030761719
9.0,-223.21876525878906
9.0,-655.5493774414062
9.0,-797.394775390625
6.0,-312.6884765625
10.0,-217.28070068359375
9.0,-276.9718322753906
9.0,-106.43428039550781
8.0,-180.6680908203125
9.0,-267.3087463378906
8.0,-353.627685546875
8.0,-266.3391418457031
10.0,-12.95875072479248
9.0,-229.1291961669922
8.0,-88.36808776855469
8.0,-187.10458374023438
7.0,-3370.1103515625
10.0,-139.2830047607422
10.0,-167.05377197265625
5.0,-600.9267578125
9.0,-80.91548919677734
9.0,-203.3989715576172
9.0,-47.32537841796875
10.0,-764.2471923828125
9.0,-124.16114044189453
5.0,-102.11074829101562
10.0,-753.1675415039062
8.0,-470.85430908203125
9.0,-137.77906799316406
9.0,-541.2784423828125
10.0,-375.7051086425781
9.0,-255.43270874023438
9.0,-1037.1912841796875
7.0,-909.3158569335938
10.0,-113.60989379882812
10.0,-296.8937683105469
10.0,-336.5292053222656
8.0,-525.7796020507812
10.0,-847.6785278320312
2.0,-291.09051513671875
10.0,-144.5958251953125
8.0,-202.79977416992188
9.0,-691.6936645507812
9.0,-437.4684143066406
8.0,-572.829345703125
9.0,-441.9706115722656
8.0,-371.4609375
9.0,-727.404296875
8.0,-325.6715393066406
8.0,-953.8046264648438
10.0,-87.84748077392578
10.0,-768.4179077148438
10.0,-216.12542724609375
10.0,-97.09294891357422
8.0,-164.69131469726562
10.0,-182.2289276123047
9.0,-209.85340881347656
10.0,-177.3658905029297
9.0,-47.71731948852539
10.0,-260.17437744140625
9.0,-54.36451721191406
9.0,-125.46472930908203
3.0,-457.50689697265625
10.0,-104.94751739501953
10.0,-110.57536315917969
10.0,-77.75455474853516
10.0,-43.41746520996094
9.0,-66.17298126220703
10.0,-361.87164306640625
4.0,-216.5706024169922
9.0,-124.61283874511719
1.0,-30.985034942626953
10.0,-48.171836853027344
10.0,-456.6139831542969
10.0,-258.4454345703125
5.0,-489.9433288574219
2.0,-436.51678466796875
8.0,-367.905029296875
10.0,-381.68499755859375
9.0,-377.7049560546875
8.0,-511.168212890625
9.0,-617.1038208007812
1.0,-294.5888671875
6.0,-378.2472839355469
8.0,-175.50210571289062
5.0,-370.90008544921875
8.0,-366.83819580078125
10.0,-2374.054443359375
10.0,-911.3535766601562
7.0,-512.8589477539062
10.0,-1259.51806640625
10.0,-55.899314880371094
9.0,-373.863037109375
10.0,-582.8125610351562
9.0,-18.466976165771484
10.0,-288.2724609375
10.0,-210.13877868652344
8.0,-405.6799621582031
3.0,-339.0702209472656
8.0,-166.15240478515625
7.0,-220.09324645996094
9.0,-899.2745361328125
8.0,-38.19159698486328
8.0,-358.7894287109375
10.0,-160.82574462890625
9.0,-32.914920806884766
9.0,-302.06512451171875
7.0,-79.17142486572266
9.0,-124.79078674316406
9.0,-79.2818603515625
10.0,-361.89813232421875
9.0,-240.1289520263672
8.0,-58.72503662109375
7.0,-241.98646545410156
6.0,-905.8895263671875
5.0,-68.59221649169922
7.0,-104.096435546875
9.0,-140.30288696289062
8.0,-78.91842651367188
8.0,-77.0655746459961
10.0,-109.96288299560547
10.0,-89.06019592285156
7.0,-61.63520812988281
9.0,-85.09972381591797
10.0,-4740.365234375
9.0,-198.05223083496094
9.0,-151.32264709472656
8.0,-148.71023559570312
8.0,-74.95702362060547
9.0,-203.57289123535156
8.0,-142.2552947998047
10.0,-1387.991943359375
7.0,-110.70375061035156
2.0,-185.15931701660156
7.0,-11.754659652709961
9.0,-181.2841033935547
8.0,-114.80579376220703
9.0,-642.611328125
9.0,-45.20425796508789
8.0,-106.78472900390625
5.0,-209.729248046875
8.0,-95.08484649658203
10.0,-13.4957275390625
7.0,-587.2544555664062
8.0,-113.3818588256836
10.0,-104.54228973388672
10.0,-211.79031372070312
9.0,-31.741519927978516
4.0,-286.43658447265625
10.0,-397.2369079589844
4.0,-384.7416687011719
10.0,-469.88421630859375
10.0,-135.2732696533203
10.0,-87.19976806640625
9.0,-190.24513244628906
10.0,-1042.255615234375
10.0,-532.9407958984375
10.0,-14.072072982788086
10.0,-1784.556640625
1.0,-645.0265502929688
10.0,-436.60986328125
9.0,-768.9396362304688
8.0,-526.9672241210938
10.0,-114.18399810791016
9.0,-97.23836517333984
5.0,-532.6864624023438
8.0,-74.00157928466797
4.0,-617.9387817382812
4.0,-363.3687438964844
9.0,-854.513916015625
9.0,-112.65591430664062
10.0,-296.7433166503906
1.0,-87.21121978759766
10.0,-228.64544677734375
9.0,-101.5048828125
1.0,-125.7022476196289
7.0,-691.6101684570312
10.0,-229.59982299804688
10.0,-523.7328491210938
10.0,-166.9446563720703
7.0,-395.9431457519531
10.0,-299.9172058105469
10.0,-87.3974838256836
10.0,-149.05931091308594
8.0,-1332.1053466796875
7.0,-138.1754913330078
8.0,-2017.0955810546875
8.0,-2735.7021484375
4.0,-217.27235412597656
7.0,-1737.5579833984375
6.0,-965.7015380859375
6.0,-1730.5987548828125
8.0,-2091.59814453125
8.0,-1573.7684326171875
8.0,-2272.555419921875
6.0,-88.53235626220703
8.0,-1326.698974609375
8.0,-1729.4024658203125
9.0,-301.7219543457031
9.0,-101.3807373046875
10.0,-351.5660705566406
10.0,-335.4486083984375
9.0,-275.2505187988281
7.0,-265.130859375
8.0,-684.1641845703125
9.0,-560.031982421875
5.0,-410.6235046386719
8.0,-545.2164306640625
8.0,-799.9187622070312
6.0,-269.6312561035156
9.0,-189.12838745117188
10.0,-161.6088104248047
7.0,-323.8622131347656
8.0,-464.00048828125
8.0,-717.306884765625
8.0,-644.3421630859375
9.0,-870.0357666015625
4.0,-436.7718200683594
7.0,-358.9852600097656
9.0,-537.4854125976562
10.0,-317.15777587890625
9.0,-557.0458984375
8.0,-413.6836242675781
10.0,-324.9885559082031
6.0,-1740.1351318359375
10.0,-547.9412841796875
8.0,-450.9497985839844
9.0,-128.62945556640625
8.0,-139.42002868652344
10.0,-442.2662658691406
10.0,-286.14410400390625
9.0,-203.1408233642578
9.0,-633.6618041992188
10.0,-476.5469665527344
8.0,-791.478515625
10.0,-209.90283203125
9.0,-167.96051025390625
9.0,-523.7701416015625
9.0,-553.4847412109375
10.0,-398.78900146484375
1.0,-524.2312622070312
9.0,-330.79119873046875
1.0,-939.103271484375
7.0,-310.4989318847656
5.0,-174.1961669921875
9.0,-211.64425659179688
8.0,-290.9751892089844
5.0,-181.106689453125
7.0,-380.5906677246094
10.0,-59.71767044067383
8.0,-29.579532623291016
10.0,-193.69305419921875
10.0,-271.9584045410156
6.0,-1943.0882568359375
9.0,-1997.65576171875
8.0,-1553.6160888671875
7.0,-2194.433349609375
10.0,-377.09527587890625
10.0,-326.05609130859375
8.0,-207.626220703125
9.0,-680.0743408203125
10.0,-117.96382904052734
10.0,-511.2827453613281
8.0,-304.8309631347656
10.0,-338.5075378417969
6.0,-302.67523193359375
10.0,-156.58700561523438
9.0,-141.22137451171875
9.0,-33.41945266723633
9.0,-78.65741729736328
9.0,-239.76490783691406
7.0,-527.0965576171875
8.0,-623.9373779296875
9.0,-174.01077270507812
10.0,-122.58918762207031
3.0,-155.95237731933594
5.0,-1405.955078125
6.0,-305.27716064453125
5.0,-348.16864013671875
9.0,-191.66969299316406
10.0,-197.25521850585938
1.0,-214.9945068359375
7.0,-278.5730895996094
9.0,-2276.360107421875
9.0,-39.54927444458008
10.0,-465.9653625488281
10.0,-153.46868896484375
10.0,-57.966365814208984
8.0,-189.285888671875
9.0,-848.9893188476562
10.0,-83.82605743408203
7.0,-1057.4605712890625
9.0,-1055.348876953125
10.0,-118.55010986328125
10.0,-195.32431030273438
9.0,-178.67794799804688
10.0,-320.1762390136719
10.0,-187.95252990722656
9.0,-112.61585998535156
2.0,-170.9098358154297
10.0,-630.2600708007812
9.0,-136.9715576171875
10.0,-550.0135498046875
10.0,-291.2663879394531
8.0,-304.54705810546875
8.0,-394.77374267578125
10.0,-223.99795532226562
8.0,-181.2270965576172
9.0,-301.0955505371094
9.0,-249.00669860839844
10.0,-326.4291687011719
9.0,-557.5541381835938
10.0,-827.9691772460938
10.0,-16.169830322265625
9.0,-409.846435546875
10.0,-2029.3109130859375
9.0,-154.16085815429688
8.0,-2763.439453125
4.0,-217.0572052001953
4.0,-81.82743835449219
9.0,-3688.429931640625
9.0,-328.94744873046875
2.0,-390.6106262207031
5.0,-449.0141296386719
9.0,-606.4408569335938
1.0,-231.30824279785156
10.0,-684.864501953125
5.0,-299.4911804199219
8.0,-31.90321922302246
7.0,-119.33715057373047
9.0,-350.4882507324219
9.0,-207.42361450195312
8.0,-281.61260986328125
10.0,-321.1762390136719
10.0,-113.58975219726562
7.0,-178.49887084960938
9.0,-193.45298767089844
2.0,-73.47386169433594
1.0,-281.7466125488281
9.0,-403.27484130859375
9.0,-359.5658264160156
6.0,-418.95709228515625
10.0,-79.43856048583984
10.0,-687.6220703125
10.0,-567.0226440429688
10.0,-1051.439697265625
10.0,-750.4630737304688
3.0,-66.29325103759766
6.0,-321.8175354003906
8.0,-391.35308837890625
4.0,-473.2470703125
10.0,-1429.89697265625
1.0,-179.47659301757812
9.0,-282.62200927734375
8.0,-124.13309478759766
8.0,-308.94183349609375
9.0,-261.3219909667969
9.0,-247.33802795410156
10.0,-373.17706298828125
4.0,-391.04034423828125
10.0,-65.45307922363281
10.0,-248.0615692138672
3.0,-68.25123596191406
8.0,-429.56982421875
10.0,-403.4401550292969
10.0,-187.23573303222656
1.0,-506.02398681640625
9.0,-873.5421752929688
6.0,-273.7039794921875
8.0,-434.9739685058594
5.0,-236.91976928710938
8.0,-360.7596130371094
7.0,-1137.572509765625
10.0,-275.422119140625
5.0,-142.67762756347656
9.0,-439.2015380859375
9.0,-713.0291137695312
9.0,-334.4687805175781
10.0,-772.4354858398438
10.0,-17.415294647216797
9.0,-145.4278106689453
10.0,-42.21520233154297
10.0,-724.4719848632812
9.0,-38.00755310058594
6.0,-1317.4964599609375
5.0,-77.68382263183594
10.0,-156.51841735839844
1.0,-326.75390625
10.0,-441.0487365722656
8.0,-408.08355712890625
5.0,-217.44540405273438
9.0,-369.7588806152344
7.0,-322.5030517578125
10.0,-200.64639282226562
9.0,-475.9996337890625
7.0,-103.94831848144531
8.0,-94.7228775024414
7.0,-1276.7587890625
8.0,-569.1983642578125
10.0,-138.0868377685547
9.0,-481.69207763671875
3.0,-3449.56298828125
10.0,-167.7043914794922
8.0,-475.0440368652344
10.0,-105.53848266601562
10.0,-1111.9810791015625
7.0,-189.78054809570312
7.0,-452.8057861328125
7.0,-154.37338256835938
10.0,-878.99462890625
10.0,-614.32568359375
9.0,-308.78778076171875
10.0,-707.4903564453125
10.0,-308.2572021484375
6.0,-130.5353240966797
9.0,-388.2501220703125
8.0,-320.7499084472656
9.0,-298.0119323730469
7.0,-47.786949157714844
8.0,-248.4969940185547
7.0,-139.63116455078125
10.0,-213.16839599609375
9.0,-423.2218322753906
10.0,-35.63777542114258
6.0,-395.855712890625
9.0,-201.76712036132812
10.0,-203.939453125
6.0,-476.13720703125
7.0,-254.41867065429688
8.0,-483.5914306640625
9.0,-670.0977783203125
9.0,-401.9442443847656
10.0,-207.45272827148438
9.0,-321.6091613769531
9.0,-450.6745910644531
10.0,-93.12310028076172
3.0,-17.947593688964844
10.0,-146.40594482421875
3.0,-77.43941497802734
8.0,-98.47846221923828
10.0,-212.20626831054688
9.0,-607.8662719726562
10.0,-349.6876525878906
10.0,-199.20855712890625
9.0,-553.2947387695312
7.0,-269.0080871582031
10.0,-268.8542175292969
9.0,-163.94886779785156
9.0,-188.54727172851562
9.0,-732.8899536132812
9.0,-89.90880584716797
5.0,-163.5165557861328
1.0,-49.034332275390625
1.0,-29.437992095947266
8.0,-100.8364486694336
6.0,-169.31216430664062
6.0,-220.730224609375
10.0,-1335.0594482421875
10.0,-346.83050537109375
10.0,-200.46905517578125
8.0,-299.7149658203125
4.0,-334.374267578125
9.0,-125.29691314697266
8.0,-2194.4130859375
8.0,-126.64962768554688
8.0,-375.8791198730469
10.0,-915.308837890625
8.0,-802.3155517578125
8.0,-29.43765640258789
9.0,-264.7182922363281
8.0,-45.5888557434082
9.0,-490.1623840332031
10.0,-360.52996826171875
10.0,-650.7857055664062
10.0,-213.7937774658203
10.0,-55.92182159423828
10.0,-79.13954162597656
9.0,-255.89505004882812
9.0,-79.307861328125
9.0,-570.2836303710938
9.0,-31.882707595825195
7.0,-567.8526000976562
8.0,-379.31982421875
10.0,-703.3033447265625
9.0,-90.47614288330078
10.0,-775.7464599609375
10.0,-288.38775634765625
10.0,-188.25469970703125
5.0,-78.18820190429688
10.0,-102.99325561523438
10.0,-265.6656188964844
9.0,-560.945068359375
8.0,-100.99984741210938
9.0,-873.4901733398438
8.0,-808.4563598632812
10.0,-104.10026550292969
5.0,-695.8311157226562
5.0,-1326.5394287109375
9.0,-70.73686981201172
9.0,-415.59698486328125
8.0,-464.3271789550781
4.0,-436.6018371582031
1.0,-107.11798858642578
10.0,-50.51796340942383
9.0,-73.82054901123047
4.0,-1546.232177734375
9.0,-700.5142211914062
8.0,-925.8682250976562
8.0,-528.276123046875
3.0,-431.9971923828125
10.0,-572.5685424804688
3.0,-57.422935485839844
8.0,-487.8003845214844
10.0,-31.745983123779297
10.0,-279.02374267578125
9.0,-162.1075897216797
10.0,-238.24139404296875
9.0,-91.00404357910156
10.0,-72.24427032470703
8.0,-387.321533203125
3.0,-473.13592529296875
9.0,-656.2125244140625
7.0,-476.776611328125
4.0,-287.41552734375
7.0,-76.93021392822266
10.0,-769.6903076171875
10.0,-210.2787322998047
8.0,-80.22220611572266
3.0,-202.9172821044922
9.0,-466.523193359375
10.0,-296.9766540527344
9.0,-1050.52783203125
8.0,-368.3153381347656
10.0,-438.6394958496094
9.0,-168.7492218017578
7.0,-103.0181884765625
10.0,-704.2457275390625
8.0,-381.3164367675781
10.0,-2124.439208984375
5.0,-112.56388854980469
10.0,-407.9301452636719
5.0,-3936.180908203125
5.0,-146.15966796875
2.0,-1034.9503173828125
7.0,-8.516145706176758
5.0,-743.1561279296875
10.0,-475.3434753417969
8.0,-93.87713623046875
8.0,-1892.3831787109375
1.0,-148.31118774414062
9.0,-136.2273712158203
9.0,-99.56477355957031
8.0,-49.35154342651367
9.0,-350.6747741699219
8.0,-892.0900268554688
9.0,-407.2852478027344
5.0,-781.56640625
9.0,-514.0215454101562
10.0,-578.0128173828125
5.0,-152.2003173828125
7.0,-1018.117431640625
10.0,-845.0038452148438
9.0,-961.4185791015625
7.0,-404.03216552734375
5.0,-245.03990173339844
10.0,-277.49810791015625
6.0,-354.95880126953125
7.0,-204.43234252929688
9.0,-399.1064453125
10.0,-313.90753173828125
9.0,-284.42449951171875
10.0,-354.3579406738281
10.0,-332.8740234375
9.0,-695.756591796875
8.0,-156.6661834716797
7.0,-1261.1195068359375
6.0,-184.1609649658203
9.0,-400.54766845703125
8.0,-119.3134765625
8.0,-634.0491943359375
10.0,-1284.1522216796875
8.0,-789.6769409179688
9.0,-774.218017578125
8.0,-111.0911636352539
9.0,-40.21733474731445
8.0,-253.49203491210938
7.0,-217.57203674316406
8.0,-60.384334564208984
9.0,-771.1809692382812
8.0,-126.82206726074219
8.0,-279.0259094238281
8.0,-251.3194580078125
9.0,-520.39013671875
9.0,-407.71856689453125
9.0,-203.9818115234375
9.0,-141.56288146972656
5.0,-247.33299255371094
3.0,-329.9972839355469
9.0,-393.46502685546875
7.0,-254.10182189941406
9.0,-219.77960205078125
4.0,-505.85784912109375
4.0,-331.3860168457031
10.0,-55.12469482421875
9.0,-376.934814453125
7.0,-187.0581512451172
4.0,-752.6416015625
10.0,-303.1161193847656
6.0,-950.1241455078125
9.0,-65.59628295898438
8.0,-234.98361206054688
10.0,-79.83636474609375
10.0,-676.3181762695312
10.0,-584.4979248046875
10.0,-495.0401916503906
10.0,-20.814537048339844
10.0,-757.1932983398438
3.0,-317.843017578125
9.0,-537.66162109375
10.0,-493.2831726074219
9.0,-278.338134765625
5.0,-256.6163024902344
10.0,-731.9714965820312
10.0,-2082.713134765625
10.0,-55.432491302490234
9.0,-138.97845458984375
7.0,-197.9333038330078
9.0,-74.79090118408203
8.0,-500.75762939453125
10.0,-126.16293334960938
6.0,-137.10519409179688
9.0,-245.491943359375
10.0,-101.84571838378906
8.0,-65.75972747802734
9.0,-51.71324920654297
9.0,-312.03485107421875
10.0,-758.7801513671875
10.0,-606.5864868164062
9.0,-300.03271484375
1.0,-148.7692108154297
8.0,-49.71748352050781
10.0,-78.92025756835938
7.0,-54.94980239868164
3.0,-22.448192596435547
9.0,-88.3681640625
3.0,-488.7745361328125
7.0,-184.21604919433594
8.0,-387.4761962890625
7.0,-173.96157836914062
7.0,-212.25389099121094
10.0,-906.6465454101562
9.0,-141.87330627441406
9.0,-112.14727783203125
10.0,-119.73490905761719
9.0,-154.16006469726562
8.0,-844.58203125
9.0,-153.2948455810547
8.0,-304.0879211425781
6.0,-80.99212646484375
10.0,-147.79713439941406
8.0,-723.834228515625
5.0,-421.0281066894531
6.0,-393.4966735839844
10.0,-298.153564453125
9.0,-365.0601806640625
10.0,-112.4713363647461
10.0,-308.3868408203125
9.0,-473.22796630859375
9.0,-252.9105224609375
10.0,-1302.83544921875
10.0,-175.73583984375
9.0,-2214.18798828125
10.0,-471.13824462890625
